model,conversation_id,question_ref,answer_ref,question,answer,score,offset_answer_start,offset_answer_end,context,offset_context_start,offset_context_end
deepset/xlm-roberta-large-squad2,13828,1,2,What date is proposed for the next meeting?,"today. Yes. And what the size of the tablet for these.""
operator said ""So there 10 millimeters so there tiny what you actually saw on the screen there was exactly the right size.""
customer said ""They're really small actually I'm probably behind the times I assume they were the page that the big horse pills.""
operator said ""absolutely no. We took advice and we were the first to market. So we looked at some of the calcium and vitamin D three treatments and we wanted to make it easier because half the tablets that the elderly is taking nowadays are as you say horse tranquilisers not nice. I have to break off my tablets in half. And if it's a liquid capsule like that you do not want to have to go messing with it. So it's nice and easy with a sip of water. No need to worry about food either. So on the basis of all of that what would prevent you from calling your customer your patient from yesterday back in?""
customer said ""No there's no reason for me not not to call them back in, hindsight was a wonderful thing",-5.171786308288574,7771,8792,"e today. Yes. And what the size of the tablet for these.""
operator said ""So there 10 millimeters so there tiny what you actually saw on the screen there was exactly the right size.""
customer said ""They're really small actually I'm probably behind the times I assume they were the page that the big horse pills.""
operator said ""absolutely no. We took advice and we were the first to market. So we looked at some of the calcium and vitamin D three treatments and we wanted to make it easier because half the tablets that the elderly is taking nowadays are as you say horse tranquilisers not nice. I have to break off my tablets in half. And if it's a liquid capsule like that you do not want to have to go messing with it. So it's nice and easy with a sip of water. No need to worry about food either. So on the basis of all of that what would prevent you from calling your customer your patient from yesterday back in?""
customer said ""No there's no reason for me not not to call them back in, hindsight was a wonderful thin",7770,8792
deepset/xlm-roberta-large-squad2,13828,1,3,What date is proposed for the next meeting?,"today. Yes. And what the size of the tablet for these.""
operator said ""So there 10 millimeters so there tiny what you actually saw on the screen there was exactly the right size.""
customer said ""They're really small actually I'm probably behind the times I assume they were the page that the big horse pills.""
operator said ""absolutely no. We took advice and we were the first to market. So we looked at some of the calcium and vitamin D three treatments and we wanted to make it easier because half the tablets that the elderly is taking nowadays are as you say horse tranquilisers not nice. I have to break off my tablets in half. And if it's a liquid capsule like that you do not want to have to go messing with it. So it's nice and easy with a sip of water. No need to worry about food either. So on the basis of all of that what would prevent you from calling your customer your patient from yesterday back in?""
customer said ""No there's no reason for me not not to call them back in, hindsight",-5.590999126434326,7771,8770,"e today. Yes. And what the size of the tablet for these.""
operator said ""So there 10 millimeters so there tiny what you actually saw on the screen there was exactly the right size.""
customer said ""They're really small actually I'm probably behind the times I assume they were the page that the big horse pills.""
operator said ""absolutely no. We took advice and we were the first to market. So we looked at some of the calcium and vitamin D three treatments and we wanted to make it easier because half the tablets that the elderly is taking nowadays are as you say horse tranquilisers not nice. I have to break off my tablets in half. And if it's a liquid capsule like that you do not want to have to go messing with it. So it's nice and easy with a sip of water. No need to worry about food either. So on the basis of all of that what would prevent you from calling your customer your patient from yesterday back in?""
customer said ""No there's no reason for me not not to call them back in, hindsigh",7770,8770
deepset/xlm-roberta-large-squad2,13828,1,4,What date is proposed for the next meeting?,"today. Yes. And what the size of the tablet for these.""
operator said ""So there 10 millimeters",-5.611208915710449,7771,7865,"one today. Yes. And what the size of the tablet for these.""
operator said ""So there 10 millimeters s",7768,7868
deepset/xlm-roberta-large-squad2,13828,2,0,What is the date of the next meeting?,no_answer,6.021221160888672,0,0,,0,0
deepset/xlm-roberta-large-squad2,13828,2,1,What is the date of the next meeting?,"today. Yes. And what the size of the tablet for these.""
operator said ""So there 10 millimeters",-5.349759101867676,7771,7865,"one today. Yes. And what the size of the tablet for these.""
operator said ""So there 10 millimeters s",7768,7868
deepset/xlm-roberta-large-squad2,13828,2,2,What is the date of the next meeting?,10 millimeters,-5.40929651260376,7851,7865," tablet for these.""
operator said ""So there 10 millimeters so there tiny what you actually saw on th",7808,7908
deepset/xlm-roberta-large-squad2,13828,2,3,What is the date of the next meeting?,"today. Yes. And what the size of the tablet for these.""
operator said ""So there 10 millimeters so there tiny what you actually saw on the screen there was exactly the right size.""
customer said ""They're really small actually I'm probably behind the times I assume they were the page that the big horse pills.""
operator said ""absolutely no. We took advice and we were the first to market. So we looked at some of the calcium and vitamin D three treatments and we wanted to make it easier because half the tablets that the elderly is taking nowadays are as you say horse tranquilisers not nice. I have to break off my tablets in half. And if it's a liquid capsule like that you do not want to have to go messing with it. So it's nice and easy with a sip of water. No need to worry about food either. So on the basis of all of that what would prevent you from calling your customer your patient from yesterday back in?""
customer said ""No there's no reason for me not not to call them back in, hindsight was a wonderful thing",-5.479711055755615,7771,8792,"e today. Yes. And what the size of the tablet for these.""
operator said ""So there 10 millimeters so there tiny what you actually saw on the screen there was exactly the right size.""
customer said ""They're really small actually I'm probably behind the times I assume they were the page that the big horse pills.""
operator said ""absolutely no. We took advice and we were the first to market. So we looked at some of the calcium and vitamin D three treatments and we wanted to make it easier because half the tablets that the elderly is taking nowadays are as you say horse tranquilisers not nice. I have to break off my tablets in half. And if it's a liquid capsule like that you do not want to have to go messing with it. So it's nice and easy with a sip of water. No need to worry about food either. So on the basis of all of that what would prevent you from calling your customer your patient from yesterday back in?""
customer said ""No there's no reason for me not not to call them back in, hindsight was a wonderful thin",7770,8792
deepset/xlm-roberta-large-squad2,13828,2,4,What is the date of the next meeting?,"10 millimeters so there tiny what you actually saw on the screen there was exactly the right size.""
customer said ""They're really small actually I'm probably behind the times I assume they were the page that the big horse pills.""
operator said ""absolutely no. We took advice and we were the first to market. So we looked at some of the calcium and vitamin D three treatments and we wanted to make it easier because half the tablets that the elderly is taking nowadays are as you say horse tranquilisers not nice. I have to break off my tablets in half. And if it's a liquid capsule like that you do not want to have to go messing with it. So it's nice and easy with a sip of water. No need to worry about food either. So on the basis of all of that what would prevent you from calling your customer your patient from yesterday back in?""
customer said ""No there's no reason for me not not to call them back in, hindsight was a wonderful thing",-5.539248466491699,7851,8792,"e 10 millimeters so there tiny what you actually saw on the screen there was exactly the right size.""
customer said ""They're really small actually I'm probably behind the times I assume they were the page that the big horse pills.""
operator said ""absolutely no. We took advice and we were the first to market. So we looked at some of the calcium and vitamin D three treatments and we wanted to make it easier because half the tablets that the elderly is taking nowadays are as you say horse tranquilisers not nice. I have to break off my tablets in half. And if it's a liquid capsule like that you do not want to have to go messing with it. So it's nice and easy with a sip of water. No need to worry about food either. So on the basis of all of that what would prevent you from calling your customer your patient from yesterday back in?""
customer said ""No there's no reason for me not not to call them back in, hindsight was a wonderful thin",7850,8792
deepset/xlm-roberta-large-squad2,13828,3,0,What date did the operator propose for the next meeting?,no_answer,4.862574100494385,0,0,,0,0
deepset/xlm-roberta-large-squad2,13828,3,1,What date did the operator propose for the next meeting?,today,-0.1305607557296753,7771,7776,day would be better to take this and say the one today. Yes. And what the size of the tablet for the,7723,7823
deepset/xlm-roberta-large-squad2,13828,3,2,What date did the operator propose for the next meeting?,the one today,-3.239403247833252,7763,7776,e a day would be better to take this and say the one today. Yes. And what the size of the tablet for,7719,7819
deepset/xlm-roberta-large-squad2,13828,3,3,What date did the operator propose for the next meeting?,one today,-3.2664194107055664,7767,7776,a day would be better to take this and say the one today. Yes. And what the size of the tablet for t,7721,7821
deepset/xlm-roberta-large-squad2,13828,3,4,What date did the operator propose for the next meeting?,"today. Yes. And what the size of the tablet for these.""
operator said ""So there 10 millimeters",-3.3497939109802246,7771,7865,"one today. Yes. And what the size of the tablet for these.""
operator said ""So there 10 millimeters s",7768,7868
deepset/xlm-roberta-large-squad2,13960,0,0,What date is set for the next meeting?,Wednesday the 4th of August,4.670343399047852,20390,20417, a contract Cath I will put it on for Wednesday the 4th of August and that's good with you in the mo,20353,20453
deepset/xlm-roberta-large-squad2,13960,0,1,What date is set for the next meeting?,fourth of August,4.539238452911377,4272,4288,very keen so if we can put it down for the fourth of August I'll send you a contract all that sort o,4230,4330
deepset/xlm-roberta-large-squad2,13960,0,2,What date is set for the next meeting?,4th of August,4.281118869781494,20404,20417,ract Cath I will put it on for Wednesday the 4th of August and that's good with you in the morning. ,20360,20460
deepset/xlm-roberta-large-squad2,13960,0,3,What date is set for the next meeting?,the following week,3.8056843280792236,15729,15747,"s Back from the 16th so i've said to meet the following week. ""
operator said ""It's that is that it ",15688,15788
deepset/xlm-roberta-large-squad2,13960,0,4,What date is set for the next meeting?,the fourth of August,3.460759162902832,4268,4288," ""very keen so if we can put it down for the fourth of August I'll send you a contract all that sort",4228,4328
deepset/xlm-roberta-large-squad2,13960,1,0,What date is proposed for the next meeting?,Wednesday the 4th of August,5.643791198730469,20390,20417, a contract Cath I will put it on for Wednesday the 4th of August and that's good with you in the mo,20353,20453
deepset/xlm-roberta-large-squad2,13960,1,1,What date is proposed for the next meeting?,fourth of August,5.429067134857178,4272,4288,very keen so if we can put it down for the fourth of August I'll send you a contract all that sort o,4230,4330
deepset/xlm-roberta-large-squad2,13960,1,2,What date is proposed for the next meeting?,4th of August,4.877303123474121,20404,20417,ract Cath I will put it on for Wednesday the 4th of August and that's good with you in the morning. ,20360,20460
deepset/xlm-roberta-large-squad2,13960,1,3,What date is proposed for the next meeting?,the fourth of August,4.433175086975098,4268,4288," ""very keen so if we can put it down for the fourth of August I'll send you a contract all that sort",4228,4328
deepset/xlm-roberta-large-squad2,13960,1,4,What date is proposed for the next meeting?,the following week,3.877011775970459,15729,15747,"s Back from the 16th so i've said to meet the following week. ""
operator said ""It's that is that it ",15688,15788
deepset/xlm-roberta-large-squad2,13960,2,0,What is the date of the next meeting?,12th of August,6.897452354431152,11449,11463,"eased best-run. I will see her again on the 12th of August to see if we can get that sorted first. """,11406,11506
deepset/xlm-roberta-large-squad2,13960,2,1,What is the date of the next meeting?,Wednesday the 4th of August,6.489562034606934,20390,20417, a contract Cath I will put it on for Wednesday the 4th of August and that's good with you in the mo,20353,20453
deepset/xlm-roberta-large-squad2,13960,2,2,What is the date of the next meeting?,4th of August,5.946467876434326,20404,20417,ract Cath I will put it on for Wednesday the 4th of August and that's good with you in the morning. ,20360,20460
deepset/xlm-roberta-large-squad2,13960,2,3,What is the date of the next meeting?,fourth of August,5.6332879066467285,4272,4288,very keen so if we can put it down for the fourth of August I'll send you a contract all that sort o,4230,4330
deepset/xlm-roberta-large-squad2,13960,2,4,What is the date of the next meeting?,the 12th of August,5.328464508056641,11445,11463,creased best-run. I will see her again on the 12th of August to see if we can get that sorted first.,11404,11504
deepset/xlm-roberta-large-squad2,13960,3,0,What date did the operator propose for the next meeting?,fourth of August,6.751929759979248,4272,4288,very keen so if we can put it down for the fourth of August I'll send you a contract all that sort o,4230,4330
deepset/xlm-roberta-large-squad2,13960,3,1,What date did the operator propose for the next meeting?,Wednesday the 4th of August,5.831908226013184,20390,20417, a contract Cath I will put it on for Wednesday the 4th of August and that's good with you in the mo,20353,20453
deepset/xlm-roberta-large-squad2,13960,3,2,What date did the operator propose for the next meeting?,the fourth of August,5.404745578765869,4268,4288," ""very keen so if we can put it down for the fourth of August I'll send you a contract all that sort",4228,4328
deepset/xlm-roberta-large-squad2,13960,3,3,What date did the operator propose for the next meeting?,4th of August,4.836061477661133,20404,20417,ract Cath I will put it on for Wednesday the 4th of August and that's good with you in the morning. ,20360,20460
deepset/xlm-roberta-large-squad2,13960,3,4,What date did the operator propose for the next meeting?,12th of August,4.350815296173096,11449,11463,"eased best-run. I will see her again on the 12th of August to see if we can get that sorted first. """,11406,11506
deepset/xlm-roberta-large-squad2,16699,0,0,What date is set for the next meeting?,no_answer,4.7148473262786865,0,0,,0,0
deepset/xlm-roberta-large-squad2,16699,0,1,What date is set for the next meeting?,great,-1.3850865364074707,579,584,"as that experience?""
customer said ""Yeah. It was great. You know I really got to relax. My wife took",531,631
deepset/xlm-roberta-large-squad2,16699,0,2,What date is set for the next meeting?,early next year,-1.782141923904419,24406,24421,"ng with the FDA and then hopefully sometime early next year.""
customer said ""OK.""
operator said ""Yea",24363,24463
deepset/xlm-roberta-large-squad2,16699,0,3,What date is set for the next meeting?,sometime early next year,-2.2442898750305176,24397,24421,"orking with the FDA and then hopefully sometime early next year.""
customer said ""OK.""
operator said ",24359,24459
deepset/xlm-roberta-large-squad2,16699,0,4,What date is set for the next meeting?,great.,-3.30937123298645,579,585,"s that experience?""
customer said ""Yeah. It was great. You know I really got to relax. My wife took ",532,632
deepset/xlm-roberta-large-squad2,16699,1,0,What date is proposed for the next meeting?,no_answer,3.825305938720703,0,0,,0,0
deepset/xlm-roberta-large-squad2,16699,1,1,What date is proposed for the next meeting?,early next year,0.850636899471283,24406,24421,"ng with the FDA and then hopefully sometime early next year.""
customer said ""OK.""
operator said ""Yea",24363,24463
deepset/xlm-roberta-large-squad2,16699,1,2,What date is proposed for the next meeting?,sometime early next year,0.3390551209449768,24397,24421,"orking with the FDA and then hopefully sometime early next year.""
customer said ""OK.""
operator said ",24359,24459
deepset/xlm-roberta-large-squad2,16699,1,3,What date is proposed for the next meeting?,hopefully sometime early next year,-1.1856675148010254,24387,24421,"'re working with the FDA and then hopefully sometime early next year.""
customer said ""OK.""
operator ",24354,24454
deepset/xlm-roberta-large-squad2,16699,1,4,What date is proposed for the next meeting?,"early next year.""",-1.2780516147613525,24406,24423,"g with the FDA and then hopefully sometime early next year.""
customer said ""OK.""
operator said ""Yeah",24364,24464
deepset/xlm-roberta-large-squad2,16699,2,0,What is the date of the next meeting?,no_answer,4.476703584194183,0,0,,0,0
deepset/xlm-roberta-large-squad2,16699,2,1,What is the date of the next meeting?,sometime early next year,1.413632869720459,24397,24421,"orking with the FDA and then hopefully sometime early next year.""
customer said ""OK.""
operator said ",24359,24459
deepset/xlm-roberta-large-squad2,16699,2,2,What is the date of the next meeting?,early next year,1.259451985359192,24406,24421,"ng with the FDA and then hopefully sometime early next year.""
customer said ""OK.""
operator said ""Yea",24363,24463
deepset/xlm-roberta-large-squad2,16699,2,3,What is the date of the next meeting?,in a few more weeks,0.15381497144699097,16713,16732,on't cover we can talk. We can reschedule in a few more weeks or you can send me some information. I,16672,16772
deepset/xlm-roberta-large-squad2,16699,2,4,What is the date of the next meeting?,hopefully sometime early next year,-0.12252610921859741,24387,24421,"'re working with the FDA and then hopefully sometime early next year.""
customer said ""OK.""
operator ",24354,24454
deepset/xlm-roberta-large-squad2,16699,3,0,What date did the operator propose for the next meeting?,no_answer,3.2370660305023193,0,0,,0,0
deepset/xlm-roberta-large-squad2,16699,3,1,What date did the operator propose for the next meeting?,early next year,2.4770524501800537,24406,24421,"ng with the FDA and then hopefully sometime early next year.""
customer said ""OK.""
operator said ""Yea",24363,24463
deepset/xlm-roberta-large-squad2,16699,3,2,What date did the operator propose for the next meeting?,sometime early next year,2.448096513748169,24397,24421,"orking with the FDA and then hopefully sometime early next year.""
customer said ""OK.""
operator said ",24359,24459
deepset/xlm-roberta-large-squad2,16699,3,3,What date did the operator propose for the next meeting?,hopefully sometime early next year,0.5732918977737427,24387,24421,"'re working with the FDA and then hopefully sometime early next year.""
customer said ""OK.""
operator ",24354,24454
deepset/xlm-roberta-large-squad2,16699,3,4,What date did the operator propose for the next meeting?,"early next year.""",-0.14712047576904297,24406,24423,"g with the FDA and then hopefully sometime early next year.""
customer said ""OK.""
operator said ""Yeah",24364,24464
deepset/xlm-roberta-large-squad2,16997,0,0,What date is set for the next meeting?,no_answer,6.369607925415039,0,0,,0,0
deepset/xlm-roberta-large-squad2,16997,0,1,What date is set for the next meeting?,nine fifty nine twenty five,-7.092608451843262,17551,17578," ""Hey Adam I got to run because it is nine fifty nine twenty five. I forgot that I had an appointmen",17514,17614
deepset/xlm-roberta-large-squad2,16997,0,2,What date is set for the next meeting?,nine fifty nine twenty five. I forgot that I had an appointment,-8.940260887145996,17551,17614,o run because it is nine fifty nine twenty five. I forgot that I had an appointment. Sure. I didn't ,17532,17632
deepset/xlm-roberta-large-squad2,16997,0,3,What date is set for the next meeting?,twenty five,-9.057406425476074,17567,17578,am I got to run because it is nine fifty nine twenty five. I forgot that I had an appointment. Sure.,17522,17622
deepset/xlm-roberta-large-squad2,16997,0,4,What date is set for the next meeting?,".""
customer said ""Hey Adam I got to run because it is nine fifty nine twenty five",-9.134435653686523,17498,17579,"s well. So.""
customer said ""Hey Adam I got to run because it is nine fifty nine twenty five. I forgo",17488,17588
deepset/xlm-roberta-large-squad2,16997,1,0,What date is proposed for the next meeting?,no_answer,6.619111061096191,0,0,,0,0
deepset/xlm-roberta-large-squad2,16997,1,1,What date is proposed for the next meeting?,nine fifty nine twenty five,-7.116410255432129,17551,17578," ""Hey Adam I got to run because it is nine fifty nine twenty five. I forgot that I had an appointmen",17514,17614
deepset/xlm-roberta-large-squad2,16997,1,2,What date is proposed for the next meeting?,nine fifty nine twenty five. I forgot that I had an appointment,-9.174049377441406,17551,17614,o run because it is nine fifty nine twenty five. I forgot that I had an appointment. Sure. I didn't ,17532,17632
deepset/xlm-roberta-large-squad2,16997,1,3,What date is proposed for the next meeting?,nine fifty nine,-9.273319244384766,17551,17566,"r said ""Hey Adam I got to run because it is nine fifty nine twenty five. I forgot that I had an appo",17508,17608
deepset/xlm-roberta-large-squad2,16997,1,4,What date is proposed for the next meeting?,".""
customer said ""Hey Adam I got to run because it is nine fifty nine twenty five",-9.288256645202637,17498,17579,"s well. So.""
customer said ""Hey Adam I got to run because it is nine fifty nine twenty five. I forgo",17488,17588
deepset/xlm-roberta-large-squad2,16997,2,0,What is the date of the next meeting?,no_answer,6.433675289154053,0,0,,0,0
deepset/xlm-roberta-large-squad2,16997,2,1,What is the date of the next meeting?,nine fifty nine twenty five,-4.124707221984863,17551,17578," ""Hey Adam I got to run because it is nine fifty nine twenty five. I forgot that I had an appointmen",17514,17614
deepset/xlm-roberta-large-squad2,16997,2,2,What is the date of the next meeting?,twenty five,-6.4998979568481445,17567,17578,am I got to run because it is nine fifty nine twenty five. I forgot that I had an appointment. Sure.,17522,17622
deepset/xlm-roberta-large-squad2,16997,2,3,What is the date of the next meeting?,".""
customer said ""Hey Adam I got to run because it is nine fifty nine twenty five",-7.183536529541016,17498,17579,"s well. So.""
customer said ""Hey Adam I got to run because it is nine fifty nine twenty five. I forgo",17488,17588
deepset/xlm-roberta-large-squad2,16997,2,4,What is the date of the next meeting?,nine twenty five,-7.266559600830078,17562,17578,Adam I got to run because it is nine fifty nine twenty five. I forgot that I had an appointment. Sur,17520,17620
deepset/xlm-roberta-large-squad2,16997,3,0,What date did the operator propose for the next meeting?,no_answer,7.14670467376709,0,0,,0,0
deepset/xlm-roberta-large-squad2,16997,3,1,What date did the operator propose for the next meeting?,nine fifty nine twenty five,-3.611424446105957,17551,17578," ""Hey Adam I got to run because it is nine fifty nine twenty five. I forgot that I had an appointmen",17514,17614
deepset/xlm-roberta-large-squad2,16997,3,2,What date did the operator propose for the next meeting?,twenty five,-6.6404314041137695,17567,17578,am I got to run because it is nine fifty nine twenty five. I forgot that I had an appointment. Sure.,17522,17622
deepset/xlm-roberta-large-squad2,16997,3,3,What date did the operator propose for the next meeting?,nine,-6.759369850158691,17551,17555,"stomer said ""Hey Adam I got to run because it is nine fifty nine twenty five. I forgot that I had an",17503,17603
deepset/xlm-roberta-large-squad2,16997,3,4,What date did the operator propose for the next meeting?,".""
customer said ""Hey Adam I got to run because it is nine fifty nine twenty five",-6.944860458374023,17498,17579,"s well. So.""
customer said ""Hey Adam I got to run because it is nine fifty nine twenty five. I forgo",17488,17588
deepset/xlm-roberta-large-squad2,17030,0,0,What date is set for the next meeting?,no_answer,4.612674713134766,0,0,,0,0
deepset/xlm-roberta-large-squad2,17030,0,1,What date is set for the next meeting?,Monday,1.2322993278503418,226,232,"py that it's turning out to be less crazy. It's Monday right?""
operator said ""Tell me about the dog ",179,279
deepset/xlm-roberta-large-squad2,17030,0,2,What date is set for the next meeting?,two years,0.3570536971092224,14209,14218,of pulling this out of my mind but I feel like two years would be a more reasonable amount of time e,14163,14263
deepset/xlm-roberta-large-squad2,17030,0,3,What date is set for the next meeting?,It's Monday,-1.3950941562652588,221,232,"happy that it's turning out to be less crazy. It's Monday right?""
operator said ""Tell me about the d",176,276
deepset/xlm-roberta-large-squad2,17030,0,4,What date is set for the next meeting?,I will not be there,-2.0999579429626465,19045,19064,"n it. Will you be there?""
operator said ""I will not be there. No no. I got I was supposed to co lead",19004,19104
deepset/xlm-roberta-large-squad2,17030,1,0,What date is proposed for the next meeting?,no_answer,7.482110977172852,0,0,,0,0
deepset/xlm-roberta-large-squad2,17030,1,1,What date is proposed for the next meeting?,two years,0.5092490911483765,14209,14218,of pulling this out of my mind but I feel like two years would be a more reasonable amount of time e,14163,14263
deepset/xlm-roberta-large-squad2,17030,1,2,What date is proposed for the next meeting?,Monday,-1.8896920680999756,226,232,"py that it's turning out to be less crazy. It's Monday right?""
operator said ""Tell me about the dog ",179,279
deepset/xlm-roberta-large-squad2,17030,1,3,What date is proposed for the next meeting?,I will not be there,-2.623211622238159,19045,19064,"n it. Will you be there?""
operator said ""I will not be there. No no. I got I was supposed to co lead",19004,19104
deepset/xlm-roberta-large-squad2,17030,1,4,What date is proposed for the next meeting?,two years would be a more reasonable amount of time,-3.2734804153442383,14209,14260,f my mind but I feel like two years would be a more reasonable amount of time especially with covid ,14184,14284
deepset/xlm-roberta-large-squad2,17030,2,0,What is the date of the next meeting?,Monday,4.611324310302734,226,232,"py that it's turning out to be less crazy. It's Monday right?""
operator said ""Tell me about the dog ",179,279
deepset/xlm-roberta-large-squad2,17030,2,1,What is the date of the next meeting?,no_answer,3.727842092514038,0,0,,0,0
deepset/xlm-roberta-large-squad2,17030,2,2,What is the date of the next meeting?,It's Monday,2.0248501300811768,221,232,"happy that it's turning out to be less crazy. It's Monday right?""
operator said ""Tell me about the d",176,276
deepset/xlm-roberta-large-squad2,17030,2,3,What is the date of the next meeting?,two years,1.4473857879638672,14209,14218,of pulling this out of my mind but I feel like two years would be a more reasonable amount of time e,14163,14263
deepset/xlm-roberta-large-squad2,17030,2,4,What is the date of the next meeting?,"Monday right?""",0.9506165981292725,226,240,"hat it's turning out to be less crazy. It's Monday right?""
operator said ""Tell me about the dog in t",183,283
deepset/xlm-roberta-large-squad2,17030,3,0,What date did the operator propose for the next meeting?,no_answer,6.80025714635849,0,0,,0,0
deepset/xlm-roberta-large-squad2,17030,3,1,What date did the operator propose for the next meeting?,two years,0.8026399612426758,14209,14218,of pulling this out of my mind but I feel like two years would be a more reasonable amount of time e,14163,14263
deepset/xlm-roberta-large-squad2,17030,3,2,What date did the operator propose for the next meeting?,Monday,-0.3108648657798767,226,232,"py that it's turning out to be less crazy. It's Monday right?""
operator said ""Tell me about the dog ",179,279
deepset/xlm-roberta-large-squad2,17030,3,3,What date did the operator propose for the next meeting?,two years would be a more reasonable amount of time,-3.419402599334717,14209,14260,f my mind but I feel like two years would be a more reasonable amount of time especially with covid ,14184,14284
deepset/xlm-roberta-large-squad2,17030,3,4,What date did the operator propose for the next meeting?,It's Monday,-3.4544596672058105,221,232,"happy that it's turning out to be less crazy. It's Monday right?""
operator said ""Tell me about the d",176,276
deepset/xlm-roberta-large-squad2,17194,0,0,What date is set for the next meeting?,no_answer,5.973013877868652,0,0,,0,0
deepset/xlm-roberta-large-squad2,17194,0,1,What date is set for the next meeting?,Not yet still grey,-8.906908988952637,6241,6259,"yet or is it still grey?""
customer said ""Not yet still grey.""
operator said ""I'm going to just come ",6200,6300
deepset/xlm-roberta-large-squad2,17194,0,2,What date is set for the next meeting?,ince video,-8.917484283447266,10560,10570,ause again mentioning our website we've got a ince video on there of of Illington talking about pain,10515,10615
deepset/xlm-roberta-large-squad2,17194,0,3,What date is set for the next meeting?,Xeljanz,-9.019627571105957,5167,5174,a smoker then they're probably not the patient. Xeljanz there are but there are still lots of patien,5120,5220
deepset/xlm-roberta-large-squad2,17194,0,4,What date is set for the next meeting?,ince,-9.14891242980957,10560,10564,because again mentioning our website we've got a ince video on there of of Illington talking about p,10512,10612
deepset/xlm-roberta-large-squad2,17194,1,0,What date is proposed for the next meeting?,no_answer,7.03410530090332,0,0,,0,0
deepset/xlm-roberta-large-squad2,17194,1,1,What date is proposed for the next meeting?,ince video,-8.785301208496094,10560,10570,ause again mentioning our website we've got a ince video on there of of Illington talking about pain,10515,10615
deepset/xlm-roberta-large-squad2,17194,1,2,What date is proposed for the next meeting?,Xeljanz,-9.227095603942871,5167,5174,a smoker then they're probably not the patient. Xeljanz there are but there are still lots of patien,5120,5220
deepset/xlm-roberta-large-squad2,17194,1,3,What date is proposed for the next meeting?,a ince video,-9.344983100891113,10558,10570,cause again mentioning our website we've got a ince video on there of of Illington talking about pai,10514,10614
deepset/xlm-roberta-large-squad2,17194,1,4,What date is proposed for the next meeting?,wildfire,-9.456077575683594,1035,1043,"g round all of us at Pfizer at the moment like wildfire. But yeah. Worse for you guys.""
customer sai",989,1089
deepset/xlm-roberta-large-squad2,17194,2,0,What is the date of the next meeting?,no_answer,5.981904983520508,0,0,,0,0
deepset/xlm-roberta-large-squad2,17194,2,1,What is the date of the next meeting?,Not yet still grey,-8.723899841308594,6241,6259,"yet or is it still grey?""
customer said ""Not yet still grey.""
operator said ""I'm going to just come ",6200,6300
deepset/xlm-roberta-large-squad2,17194,2,2,What is the date of the next meeting?,ince video,-8.895088195800781,10560,10570,ause again mentioning our website we've got a ince video on there of of Illington talking about pain,10515,10615
deepset/xlm-roberta-large-squad2,17194,2,3,What is the date of the next meeting?,Xeljanz,-8.89566421508789,5167,5174,a smoker then they're probably not the patient. Xeljanz there are but there are still lots of patien,5120,5220
deepset/xlm-roberta-large-squad2,17194,2,4,What is the date of the next meeting?,ince,-9.056279182434082,10560,10564,because again mentioning our website we've got a ince video on there of of Illington talking about p,10512,10612
deepset/xlm-roberta-large-squad2,17194,3,0,What date did the operator propose for the next meeting?,no_answer,7.173247337341309,0,0,,0,0
deepset/xlm-roberta-large-squad2,17194,3,1,What date did the operator propose for the next meeting?,ince,-8.3467378616333,10560,10564,because again mentioning our website we've got a ince video on there of of Illington talking about p,10512,10612
deepset/xlm-roberta-large-squad2,17194,3,2,What date did the operator propose for the next meeting?,ince video,-8.394234657287598,10560,10570,ause again mentioning our website we've got a ince video on there of of Illington talking about pain,10515,10615
deepset/xlm-roberta-large-squad2,17194,3,3,What date did the operator propose for the next meeting?,a ince,-9.623128890991211,10558,10564, because again mentioning our website we've got a ince video on there of of Illington talking about ,10511,10611
deepset/xlm-roberta-large-squad2,17194,3,4,What date did the operator propose for the next meeting?,a ince video,-9.670624732971191,10558,10570,cause again mentioning our website we've got a ince video on there of of Illington talking about pai,10514,10614
deepset/xlm-roberta-large-squad2,17227,0,0,What date is set for the next meeting?,no_answer,5.56143856048584,0,0,,0,0
deepset/xlm-roberta-large-squad2,17227,0,1,What date is set for the next meeting?,the week after next,1.1414073705673218,12412,12431," the the meeting. Is it still monthly. So the week after next?""
customer said ""Yeah.""
operator said ",12371,12471
deepset/xlm-roberta-large-squad2,17227,0,2,What date is set for the next meeting?,the week after,-0.3172595500946045,12412,12426,"'s the the meeting. Is it still monthly. So the week after next?""
customer said ""Yeah.""
operator sai",12369,12469
deepset/xlm-roberta-large-squad2,17227,0,3,What date is set for the next meeting?,week after next,-0.3221546411514282,12416,12431,"he the meeting. Is it still monthly. So the week after next?""
customer said ""Yeah.""
operator said ""Y",12373,12473
deepset/xlm-roberta-large-squad2,17227,0,4,What date is set for the next meeting?,the week,-1.031963586807251,12412,12420,"hen's the the meeting. Is it still monthly. So the week after next?""
customer said ""Yeah.""
operator ",12366,12466
deepset/xlm-roberta-large-squad2,17227,1,0,What date is proposed for the next meeting?,no_answer,6.224054336547852,0,0,,0,0
deepset/xlm-roberta-large-squad2,17227,1,1,What date is proposed for the next meeting?,the week after next,-0.786871075630188,12412,12431," the the meeting. Is it still monthly. So the week after next?""
customer said ""Yeah.""
operator said ",12371,12471
