,model,conversation_id,question_ref,answer_ref,question,answer,score,offset_answer_start,offset_answer_end,context,offset_context_start,offset_context_end,normalised_score,score_difference,weighted_score
98,deepset/xlm-roberta-large-squad2,17194,1,3,Is a follow-up meeting proposed?,"Not yet still grey.""",-0.167562783,6241,6261,"et or is it still grey?""
customer said ""Not yet still grey.""
operator said ""I'm going to just come o",6201,6301,0.49162186085000004,0.0,0.0
99,deepset/xlm-roberta-large-squad2,17194,1,4,Is a follow-up meeting proposed?,Not yet still grey,-0.629253328,6241,6259,"yet or is it still grey?""
customer said ""Not yet still grey.""
operator said ""I'm going to just come ",6200,6300,0.46853733359999994,0.0,0.0
100,deepset/xlm-roberta-large-squad2,17227,0,0,Is a meeting proposed in the future?,no_answer,4.202167988,0,0,,0,0,0.7101083993999999,0.17438086987,0.6046661842155233
101,deepset/xlm-roberta-large-squad2,17227,0,1,Is a meeting proposed in the future?,in the event that meeting goes well,1.077317238,13472,13507, making it perhaps more localized in the event that meeting goes well let's hope it does. Would you ,13439,13539,0.5538658619,0.0,0.0
102,deepset/xlm-roberta-large-squad2,17227,0,2,Is a meeting proposed in the future?,in the event that meeting goes well let's hope it does.,-0.135095119,13472,13527, perhaps more localized in the event that meeting goes well let's hope it does. Would you be okay wi,13449,13549,0.49324524405,0.0,0.0
103,deepset/xlm-roberta-large-squad2,17227,0,3,Is a meeting proposed in the future?,in the event that meeting goes well let's hope it does,-0.392077923,13472,13526, perhaps more localized in the event that meeting goes well let's hope it does. Would you be okay wi,13449,13549,0.48039610385,0.0,0.0
104,deepset/xlm-roberta-large-squad2,17227,0,4,Is a meeting proposed in the future?,that meeting goes well,-1.179559231,13485,13507, it perhaps more localized in the event that meeting goes well let's hope it does. Would you be okay,13446,13546,0.44102203845,0.0,0.0
105,deepset/xlm-roberta-large-squad2,17227,1,0,Is a follow-up meeting proposed?,no_answer,2.927967906,0,0,,0,0,0.6463983953,0.0972876668,0.5890874515933272
106,deepset/xlm-roberta-large-squad2,17227,1,1,Is a follow-up meeting proposed?,I'm going to do a generic discussion,1.454003096,1585,1621, the service now following along I'm going to do a generic discussion. And I'll show you in a second,1553,1653,0.5727001548,0.0,0.0
107,deepset/xlm-roberta-large-squad2,17227,1,2,Is a follow-up meeting proposed?,if you can send the report and I can then present that to the clinical team,0.746110797,11319,11394, yeah I think if you can send the report and I can then present that to the clinical team it's defin,11306,11406,0.53730553985,0.0,0.0
108,deepset/xlm-roberta-large-squad2,17227,1,3,Is a follow-up meeting proposed?,I'm going to do a generic discussion.,-0.081357837,1585,1622, the service now following along I'm going to do a generic discussion. And I'll show you in a second,1553,1653,0.49593210815,0.0,0.0
109,deepset/xlm-roberta-large-squad2,17227,1,4,Is a follow-up meeting proposed?,following along I'm going to do a generic discussion,-0.135651112,1569,1621,o you in the service now following along I'm going to do a generic discussion. And I'll show you in ,1545,1645,0.49321744440000004,0.0,0.0
110,deepset/xlm-roberta-large-squad2,17326,0,0,Is a meeting proposed in the future?,Perhaps we could have a meeting,7.303479195,13499,13530," That'll be great.""
operator said ""Perhaps we could have a meeting. I could also take you through. S",13464,13564,0.8651739597500001,0.05140890123999997,0.8228710625615211
111,deepset/xlm-roberta-large-squad2,17326,0,1,Is a meeting proposed in the future?,Perhaps we could have a meeting. I could also take you through,6.609019279,13499,13561,"t.""
operator said ""Perhaps we could have a meeting. I could also take you through. She's actually se",13480,13580,0.8304509639500001,0.0,0.0
112,deepset/xlm-roberta-large-squad2,17326,0,2,Is a meeting proposed in the future?,we could have a meeting,6.060525894,13506,13529,"at'll be great.""
operator said ""Perhaps we could have a meeting. I could also take you through. She'",13467,13567,0.8030262947000001,0.0,0.0
113,deepset/xlm-roberta-large-squad2,17326,0,3,Is a meeting proposed in the future?,"Perhaps we could have a meeting. I could also take you through. She's actually seen pathway pro. She hasn't seen the results in that model. So perhaps I could do a recap of the pathway that would benefit you to see that.""
customer said ""Great, good option.""
operator said ""Ok well let's arrange that again Kerrianne. I really appreciate your time. One last thing.""
customer said ""Yeah.""
operator said ""Can I say this to you on PDF? I've got your permission to email it to you everything we've just gone through.""
customer said ""Yeah you can do.""
operator said ""So I put it through and I can send it to you after this call.""
customer said ""great. Thanks very much Jason.""
operator said ""That Kerrianne really appreciate the time. And I'll arrange the next meeting",6.037415504,13499,14261,"Perhaps we could have a meeting. I could also take you through. She's actually seen pathway pro. She hasn't seen the results in that model. So perhaps I could do a recap of the pathway that would benefit you to see that.""
customer said ""Great, good option.""
operator said ""Ok well let's arrange that again Kerrianne. I really appreciate your time. One last thing.""
customer said ""Yeah.""
operator said ""Can I say this to you on PDF? I've got your permission to email it to you everything we've just gone through.""
customer said ""Yeah you can do.""
operator said ""So I put it through and I can send it to you after this call.""
customer said ""great. Thanks very much Jason.""
operator said ""That Kerrianne really appreciate the time. And I'll arrange the next meeting",13499,14261,0.8018707752,0.0,0.0
114,deepset/xlm-roberta-large-squad2,17326,0,4,Is a meeting proposed in the future?,we could have a meeting. I could also take you through,5.366065979,13506,13560,"
operator said ""Perhaps we could have a meeting. I could also take you through. She's actually seen ",13483,13583,0.76830329895,0.0,0.0
115,deepset/xlm-roberta-large-squad2,17326,1,0,Is a follow-up meeting proposed?,Perhaps we could have a meeting. I could also take you through,6.530399799,13499,13561,"t.""
operator said ""Perhaps we could have a meeting. I could also take you through. She's actually se",13480,13580,0.8265199899500001,0.038919610970000074,0.7955572127263143
116,deepset/xlm-roberta-large-squad2,17326,1,1,Is a follow-up meeting proposed?,Perhaps we could have a meeting,6.372392654,13499,13530," That'll be great.""
operator said ""Perhaps we could have a meeting. I could also take you through. S",13464,13564,0.8186196327000002,0.0,0.0
117,deepset/xlm-roberta-large-squad2,17326,1,2,Is a follow-up meeting proposed?,we could have a meeting. I could also take you through,5.34375,13506,13560,"
operator said ""Perhaps we could have a meeting. I could also take you through. She's actually seen ",13483,13583,0.7671875,0.0,0.0
118,deepset/xlm-roberta-large-squad2,17326,1,3,Is a follow-up meeting proposed?,"Perhaps we could have a meeting. I could also take you through. She's actually seen pathway pro. She hasn't seen the results in that model. So perhaps I could do a recap of the pathway that would benefit you to see that.""
customer said ""Great, good option.""
operator said ""Ok well let's arrange that again Kerrianne. I really appreciate your time. One last thing.""
customer said ""Yeah.""
operator said ""Can I say this to you on PDF? I've got your permission to email it to you everything we've just gone through.""
customer said ""Yeah you can do.""
operator said ""So I put it through and I can send it to you after this call.""
customer said ""great. Thanks very much Jason.""
operator said ""That Kerrianne really appreciate the time. And I'll arrange the next meeting",5.32775259,13499,14261,"Perhaps we could have a meeting. I could also take you through. She's actually seen pathway pro. She hasn't seen the results in that model. So perhaps I could do a recap of the pathway that would benefit you to see that.""
customer said ""Great, good option.""
operator said ""Ok well let's arrange that again Kerrianne. I really appreciate your time. One last thing.""
customer said ""Yeah.""
operator said ""Can I say this to you on PDF? I've got your permission to email it to you everything we've just gone through.""
customer said ""Yeah you can do.""
operator said ""So I put it through and I can send it to you after this call.""
customer said ""great. Thanks very much Jason.""
operator said ""That Kerrianne really appreciate the time. And I'll arrange the next meeting",13499,14261,0.7663876295,0.0,0.0
119,deepset/xlm-roberta-large-squad2,17326,1,4,Is a follow-up meeting proposed?,we could have a meeting,5.185742855,13506,13529,"at'll be great.""
operator said ""Perhaps we could have a meeting. I could also take you through. She'",13467,13567,0.7592871427500001,0.0,0.0
120,deepset/xlm-roberta-large-squad2,18254,0,0,Is a meeting proposed in the future?,no_answer,3.990002155,0,0,,0,0,0.6995001077499999,0.2770794892199999,0.5477341963868143
121,deepset/xlm-roberta-large-squad2,18254,0,1,Is a meeting proposed in the future?,I can arrange to have a talk to you about other resources,-2.610510588,1064,1121, link to that and then I can arrange to have a talk to you about other resources that we have if tha,1042,1142,0.3694744706,0.0,0.0
122,deepset/xlm-roberta-large-squad2,18254,0,2,Is a meeting proposed in the future?,online training for the nurses that give CPD points,-2.763036728,972,1023, that I can offer is some online training for the nurses that give CPD points. I can send you a link,947,1047,0.36184816360000005,0.0,0.0
123,deepset/xlm-roberta-large-squad2,18254,0,3,Is a meeting proposed in the future?,I can send you a link to that and then I can arrange to have a talk to you about other resources,-3.153552055,1025,1121,s. I can send you a link to that and then I can arrange to have a talk to you about other resources ,1023,1123,0.34232239724999997,0.0,0.0
124,deepset/xlm-roberta-large-squad2,18254,0,4,Is a meeting proposed in the future?,I can arrange to have a talk to you about other resources that we have,-3.220840931,1064,1134,o that and then I can arrange to have a talk to you about other resources that we have if that's OK?,1049,1149,0.33895795345,0.0,0.0
125,deepset/xlm-roberta-large-squad2,18254,1,0,Is a follow-up meeting proposed?,I'll just follow up,3.499993801,5808,5827,at sent over for you. And what I'll do is I'll just follow up. It may be a day or two. Just make sur,5767,5867,0.67499969005,0.05793525577000014,0.6380349708250465
126,deepset/xlm-roberta-large-squad2,18254,1,1,Is a follow-up meeting proposed?,I'll just follow up. It may be a day or two,2.510475159,5808,5851, for you. And what I'll do is I'll just follow up. It may be a day or two. Just make sure that you'v,5779,5879,0.62552375795,0.0,0.0
127,deepset/xlm-roberta-large-squad2,18254,1,2,Is a follow-up meeting proposed?,I will get that sent over for you. And what I'll do is I'll just follow up,2.100378036,5753,5827,"d ""Brilliant. I will get that sent over for you. And what I'll do is I'll just follow up. It may be ",5740,5840,0.6050189018000001,0.0,0.0
128,deepset/xlm-roberta-large-squad2,18254,1,3,Is a follow-up meeting proposed?,It may be a day or two,1.990111589,5829,5851,nd what I'll do is I'll just follow up. It may be a day or two. Just make sure that you've got it. A,5790,5890,0.5995055794499999,0.0,0.0
129,deepset/xlm-roberta-large-squad2,18254,1,4,Is a follow-up meeting proposed?,I'll just follow up. It may be a day or two.,1.605484843,5808,5852,for you. And what I'll do is I'll just follow up. It may be a day or two. Just make sure that you've,5780,5880,0.58027424215,0.0,0.0
130,deepset/xlm-roberta-large-squad2,18255,0,0,Is a meeting proposed in the future?,no_answer,2.729434967,0,0,,0,0,0.63647174835,0.20941584467999996,0.5262637753174173
131,deepset/xlm-roberta-large-squad2,18255,0,1,Is a meeting proposed in the future?,"having a couple minutes to speak now?""
customer said ""Yes let me check my time. Yes I do.""",-1.333470702,469,559,"l and having a couple minutes to speak now?""
customer said ""Yes let me check my time. Yes I do.""
ope",464,564,0.43332646490000004,0.0,0.0
132,deepset/xlm-roberta-large-squad2,18255,0,2,Is a meeting proposed in the future?,"having a couple minutes to speak now?""
customer said ""Yes let me check my time. Yes I do",-2.406544209,469,557,"ll and having a couple minutes to speak now?""
customer said ""Yes let me check my time. Yes I do.""
op",463,563,0.37967278955,0.0,0.0
133,deepset/xlm-roberta-large-squad2,18255,0,3,Is a meeting proposed in the future?,"let me check my time. Yes I do.""",-2.863322258,527,559," to speak now?""
customer said ""Yes let me check my time. Yes I do.""
operator said ""Brilliant just qu",493,593,0.35683388709999997,0.0,0.0
134,deepset/xlm-roberta-large-squad2,18255,0,4,Is a meeting proposed in the future?,"a couple minutes to speak now?""
customer said ""Yes let me check my time. Yes I do.""",-3.420507431,476,559,"nd having a couple minutes to speak now?""
customer said ""Yes let me check my time. Yes I do.""
operat",467,567,0.32897462845000003,0.0,0.0
135,deepset/xlm-roberta-large-squad2,18255,1,0,Is a follow-up meeting proposed?,no_answer,3.017530918,0,0,,0,0,0.6508765459,0.25118152856,0.5202095227933086
136,deepset/xlm-roberta-large-squad2,18255,1,1,Is a follow-up meeting proposed?,"having a couple minutes to speak now?""
customer said ""Yes let me check my time. Yes I do.""",-3.185595751,469,559,"l and having a couple minutes to speak now?""
customer said ""Yes let me check my time. Yes I do.""
ope",464,564,0.34072021245,0.0,0.0
137,deepset/xlm-roberta-large-squad2,18255,1,2,Is a follow-up meeting proposed?,maybe give you a call back,-3.212183475,6401,6427,ill be at the bottom of the email. So maybe give you a call back and maybe about a month just see wh,6364,6464,0.33939082625,0.0,0.0
138,deepset/xlm-roberta-large-squad2,18255,1,3,Is a follow-up meeting proposed?,maybe give you a call back and maybe about a month just see what your thoughts and feedback,-3.224088192,6401,6492,"l. So maybe give you a call back and maybe about a month just see what your thoughts and feedback, d",6396,6496,0.3387955904,0.0,0.0
139,deepset/xlm-roberta-large-squad2,18255,1,4,Is a follow-up meeting proposed?,"maybe give you a call back and maybe about a month just see what your thoughts and feedback, double you got the email.""",-3.426161766,6401,6520,"o maybe give you a call back and maybe about a month just see what your thoughts and feedback, double you got the email.",6400,6520,0.3286919117,0.0,0.0
140,deepset/xlm-roberta-large-squad2,18256,0,0,Is a meeting proposed in the future?,I would like to spend some time with you just to have a chat around,1.639736652,9265,9332,. And potentially I would like to spend some time with you just to have a chat around. We've got som,9248,9348,0.5819868326,0.025537691099999926,0.5674943375077285
141,deepset/xlm-roberta-large-squad2,18256,0,1,Is a meeting proposed in the future?,potentially I would like to spend some time with you just to have a chat around,1.569650173,9253,9332,ils in. And potentially I would like to spend some time with you just to have a chat around. We've g,9242,9342,0.57848250865,0.0,0.0
142,deepset/xlm-roberta-large-squad2,18256,0,2,Is a meeting proposed in the future?,I would like to spend some time with you,0.959661126,9265,9305,he details in. And potentially I would like to spend some time with you just to have a chat around. ,9235,9335,0.5479830563,0.0,0.0
143,deepset/xlm-roberta-large-squad2,18256,0,3,Is a meeting proposed in the future?,potentially I would like to spend some time with you,0.889574647,9253,9305, all the details in. And potentially I would like to spend some time with you just to have a chat ar,9229,9329,0.54447873235,0.0,0.0
144,deepset/xlm-roberta-large-squad2,18256,0,4,Is a meeting proposed in the future?,just to have a chat around,0.586291552,9306,9332,ould like to spend some time with you just to have a chat around. We've got some non promotional wou,9269,9369,0.5293145776,0.0,0.0
145,deepset/xlm-roberta-large-squad2,18256,1,0,Is a follow-up meeting proposed?,no_answer,0.520822525,0,0,,0,0,0.52604112625,0.07221897244999997,0.4906097912518802
146,deepset/xlm-roberta-large-squad2,18256,1,1,Is a follow-up meeting proposed?,potentially I would like to spend some time with you just to have a chat around,-0.577350378,9253,9332,ils in. And potentially I would like to spend some time with you just to have a chat around. We've g,9242,9342,0.4711324811,0.0,0.0
147,deepset/xlm-roberta-large-squad2,18256,1,2,Is a follow-up meeting proposed?,I would like to spend some time with you just to have a chat around,-1.287278414,9265,9332,. And potentially I would like to spend some time with you just to have a chat around. We've got som,9248,9348,0.43563607930000003,0.0,0.0
148,deepset/xlm-roberta-large-squad2,18256,1,3,Is a follow-up meeting proposed?,just to have a chat around,-1.499014378,9306,9332,ould like to spend some time with you just to have a chat around. We've got some non promotional wou,9269,9369,0.4250492811,0.0,0.0
149,deepset/xlm-roberta-large-squad2,18256,1,4,Is a follow-up meeting proposed?,"potentially I would like to spend some time with you just to have a chat around. We've got some non promotional wound training that we can do so it's kind of like an online portal so you need to log on to whenever they get the chance in between and just educate them on different areas around. skins tears, pressure ulcers, diabetic ulcers just to help them stay on top of things.",-1.774963975,9253,9633," potentially I would like to spend some time with you just to have a chat around. We've got some non promotional wound training that we can do so it's kind of like an online portal so you need to log on to whenever they get the chance in between and just educate them on different areas around. skins tears, pressure ulcers, diabetic ulcers just to help them stay on top of things",9253,9633,0.41125180125,0.0,0.0
150,deepset/xlm-roberta-large-squad2,18257,0,0,Is a meeting proposed in the future?,let's say about a week to 10 days maybe next Thursday or Friday,1.666488886,4184,4247,you a call back and let's say about a week to 10 days maybe next Thursday or Friday. And we can disc,4165,4265,0.5833244443,0.044361274850000076,0.5585466048458968
151,deepset/xlm-roberta-large-squad2,18257,0,1,Is a meeting proposed in the future?,no_answer,1.191076636,0,0,,0,0,0.5595538318,0.0,0.0
152,deepset/xlm-roberta-large-squad2,18257,0,2,Is a meeting proposed in the future?,"let's say about a week to 10 days maybe next Thursday or Friday. And we can discuss how the use of that foam dressing has worked with the skin tear and then from that I'll have a chat with the operations manager.""
customer said ""Yep OK""
operator said ""That's great Jean-Pierre thank you so much for taking the time. Could I just ask your surname please? Because I've got to write down who I've spoken to today.""
customer said ""Amegan""
operator said ""Amegan. Perfect. Thank you so much Jean-Pierre I really appreciate that. And I'll speak to you again in about maybe about a week",0.644259095,4184,4762," let's say about a week to 10 days maybe next Thursday or Friday. And we can discuss how the use of that foam dressing has worked with the skin tear and then from that I'll have a chat with the operations manager.""
customer said ""Yep OK""
operator said ""That's great Jean-Pierre thank you so much for taking the time. Could I just ask your surname please? Because I've got to write down who I've spoken to today.""
customer said ""Amegan""
operator said ""Amegan. Perfect. Thank you so much Jean-Pierre I really appreciate that. And I'll speak to you again in about maybe about a wee",4184,4762,0.5322129547500001,0.0,0.0
153,deepset/xlm-roberta-large-squad2,18257,0,3,Is a meeting proposed in the future?,about a week to 10 days maybe next Thursday or Friday,0.245616972,4194,4247, call back and let's say about a week to 10 days maybe next Thursday or Friday. And we can discuss h,4170,4270,0.5122808486,0.0,0.0
154,deepset/xlm-roberta-large-squad2,18257,0,4,Is a meeting proposed in the future?,if I could call you back in about a week and a half ten days and we can have a chat about how that's progressed. And then with that conversation in mind I could perhaps speak to your operations manager,0.148875356,3612,3813,n if I could call you back in about a week and a half ten days and we can have a chat about how that's progressed. And then with that conversation in mind I could perhaps speak to your operations manage,3611,3813,0.5074437678,0.0,0.0
155,deepset/xlm-roberta-large-squad2,18257,1,0,Is a follow-up meeting proposed?,"if I could call you back in about a week and a half ten days and we can have a chat about how that's progressed. And then with that conversation in mind I could perhaps speak to your operations manager and discuss ordering and see how we can support you to kind of work alongside the guidelines that I've been put in place for skin tears as well. So would you be comfortable with using a couple of Allevyn dressings on a skin tears?""
customer said ""Yes. Yeah.""
operator said ""Brilliant. Well I'm going to do that jean peirre here and I'm going to give you a call back and let's say about a week to 10 days maybe next Thursday or Friday. And we can discuss how the use of that foam dressing has worked with the skin tear and then from that I'll have a chat with the operations manager.""",0.759374261,3612,4397,"n if I could call you back in about a week and a half ten days and we can have a chat about how that's progressed. And then with that conversation in mind I could perhaps speak to your operations manager and discuss ordering and see how we can support you to kind of work alongside the guidelines that I've been put in place for skin tears as well. So would you be comfortable with using a couple of Allevyn dressings on a skin tears?""
customer said ""Yes. Yeah.""
operator said ""Brilliant. Well I'm going to do that jean peirre here and I'm going to give you a call back and let's say about a week to 10 days maybe next Thursday or Friday. And we can discuss how the use of that foam dressing has worked with the skin tear and then from that I'll have a chat with the operations manager.",3611,4397,0.5379687130499999,0.01943983555999995,0.5277101151874081
156,deepset/xlm-roberta-large-squad2,18257,1,1,Is a follow-up meeting proposed?,if I could call you back in about a week and a half ten days and we can have a chat about how that's progressed. And then with that conversation in mind,0.385587215,3612,3764, if I could call you back in about a week and a half ten days and we can have a chat about how that's progressed. And then with that conversation in min,3612,3764,0.5192793607499999,0.0,0.0
157,deepset/xlm-roberta-large-squad2,18257,1,2,Is a follow-up meeting proposed?,if I could call you back in about a week and a half ten days and we can have a chat about how that's progressed.,0.349641323,3612,3724, if I could call you back in about a week and a half ten days and we can have a chat about how that's progressed,3612,3724,0.51748206615,0.0,0.0
158,deepset/xlm-roberta-large-squad2,18257,1,3,Is a follow-up meeting proposed?,if I could call you back in about a week and a half ten days and we can have a chat about how that's progressed. And then with that conversation in mind I could perhaps speak to your operations manager,0.208621502,3612,3813,n if I could call you back in about a week and a half ten days and we can have a chat about how that's progressed. And then with that conversation in mind I could perhaps speak to your operations manage,3611,3813,0.5104310751,0.0,0.0
159,deepset/xlm-roberta-large-squad2,18257,1,4,Is a follow-up meeting proposed?,I could perhaps speak to your operations manager,0.149663448,3765,3813, that conversation in mind I could perhaps speak to your operations manager and discuss ordering and,3739,3839,0.5074831724,0.0,0.0
160,deepset/xlm-roberta-large-squad2,18258,0,0,Is a meeting proposed in the future?,no_answer,4.851257801,0,0,,0,0,0.74256289005,0.31542150735999996,0.5645056629340772
161,deepset/xlm-roberta-large-squad2,18258,0,1,Is a meeting proposed in the future?,"OK. How are you?""
operator said ""I'm not too bad",-2.932804823,596,644,"today?""
customer said ""I'm OK. How are you?""
operator said ""I'm not too bad. This is Antonia from Sm",570,670,0.35335975885000004,0.0,0.0
162,deepset/xlm-roberta-large-squad2,18258,0,2,Is a meeting proposed in the future?,I'll probably phone back in a couple of weeks,-2.953257561,2957,3002,s it. No that's really good. I'll probably phone back in a couple of weeks give you a chance to have,2929,3029,0.35233712195,0.0,0.0
163,deepset/xlm-roberta-large-squad2,18258,0,3,Is a meeting proposed in the future?,I'm not too bad,-3.112420082,630,645,"said ""I'm OK. How are you?""
operator said ""I'm not too bad. This is Antonia from Smith and Nephew. I",587,687,0.3443789959,0.0,0.0
164,deepset/xlm-roberta-large-squad2,18258,0,4,Is a meeting proposed in the future?,"I'm OK. How are you?""
operator said ""I'm not too bad",-3.138637066,593,645," today?""
customer said ""I'm OK. How are you?""
operator said ""I'm not too bad. This is Antonia from S",569,669,0.3430681467,0.0,0.0
165,deepset/xlm-roberta-large-squad2,18258,1,0,Is a follow-up meeting proposed?,no_answer,3.564266205,0,0,,0,0,0.67821331025,0.21088948250999995,0.5600951367123623
166,deepset/xlm-roberta-large-squad2,18258,1,1,Is a follow-up meeting proposed?,I'll probably phone back in a couple of weeks give you a chance to have a look,-1.067410231,2957,3035,eally good. I'll probably phone back in a couple of weeks give you a chance to have a look. But if y,2946,3046,0.44662948845,0.0,0.0
167,deepset/xlm-roberta-large-squad2,18258,1,2,Is a follow-up meeting proposed?,I'll probably phone back in a couple of weeks,-1.071318865,2957,3002,s it. No that's really good. I'll probably phone back in a couple of weeks give you a chance to have,2929,3029,0.44643405675,0.0,0.0
168,deepset/xlm-roberta-large-squad2,18258,1,3,Is a follow-up meeting proposed?,"I'll probably phone back in a couple of weeks give you a chance to have a look. But if you've got my email details now, if there's anything I can help you with before just drop me an email",-1.995368242,2957,3145," I'll probably phone back in a couple of weeks give you a chance to have a look. But if you've got my email details now, if there's anything I can help you with before just drop me an emai",2957,3145,0.4002315879,0.0,0.0
169,deepset/xlm-roberta-large-squad2,18258,1,4,Is a follow-up meeting proposed?,I'll probably phone back,-2.697786093,2957,2981,ow she does it. No that's really good. I'll probably phone back in a couple of weeks give you a chan,2919,3019,0.36511069535,0.0,0.0
