model,conversation_id,question_ref,answer_ref,question,answer,score,manual_label,offset_answer_start,offset_answer_end,context,offset_context_start,offset_context_end
salti/bert-base-multilingual-cased-finetuned-squad,17227,1,1,Is a follow-up meeting proposed?,this is always following first line immunosuppressants,3.283287048,,2647,2701,erity AD patients. Now this is always following first line immunosuppressants. So that's that's a so,2624,2724
salti/bert-base-multilingual-cased-finetuned-squad,17227,1,2,Is a follow-up meeting proposed?,this is always following first line immunosuppressants. So that's that's a sort of assumption. And it mainly looks at second line monitoring costs of immunosuppressants the use of Dupixent and the use of of JAKs with it within the service. Now there's a couple of assumptions,3.173092604,,2647,2922, this is always following first line immunosuppressants. So that's that's a sort of assumption. And it mainly looks at second line monitoring costs of immunosuppressants the use of Dupixent and the use of of JAKs with it within the service. Now there's a couple of assumptions,2646,2922
salti/bert-base-multilingual-cased-finetuned-squad,17227,1,3,Is a follow-up meeting proposed?,Now this is always following first line immunosuppressants,3.037081003,,2643,2701,everity AD patients. Now this is always following first line immunosuppressants. So that's that's a ,2622,2722
salti/bert-base-multilingual-cased-finetuned-squad,17227,1,4,Is a follow-up meeting proposed?,always following first line immunosuppressants,2.917316437,,2655,2701,y AD patients. Now this is always following first line immunosuppressants. So that's that's a sort o,2628,2728
salti/bert-base-multilingual-cased-finetuned-squad,17326,0,0,Is a meeting proposed in the future?,I don't want to go into discussion,5.739662647,-2,2347,2381, it is with the current settings I don't want to go into discussion if that works for you Kerrianne.,2314,2414
salti/bert-base-multilingual-cased-finetuned-squad,17326,0,1,Is a meeting proposed in the future?,current settings I don't want to go into discussion,5.380056381,,2330,2381, model as it is with the current settings I don't want to go into discussion if that works for you K,2305,2405
salti/bert-base-multilingual-cased-finetuned-squad,17326,0,2,Is a meeting proposed in the future?,don't want to go into discussion,5.311290741,,2349,2381,"it is with the current settings I don't want to go into discussion if that works for you Kerrianne.""",2315,2415
salti/bert-base-multilingual-cased-finetuned-squad,17326,0,3,Is a meeting proposed in the future?,I don't want to go into discussion if that works for you Kerrianne,5.222781658,,2347,2413,"current settings I don't want to go into discussion if that works for you Kerrianne.""
customer said ",2330,2430
salti/bert-base-multilingual-cased-finetuned-squad,17326,0,4,Is a meeting proposed in the future?,the current settings I don't want to go into discussion,4.984827518,,2326,2381,he model as it is with the current settings I don't want to go into discussion if that works for you,2303,2403
salti/bert-base-multilingual-cased-finetuned-squad,17326,1,0,Is a follow-up meeting proposed?,there is no follow up meetings,5.579118729,-2,3735,3765,ars if you remember with dupilumab there is no follow up meetings and there's no further monitoring.,3700,3800
salti/bert-base-multilingual-cased-finetuned-squad,17326,1,1,Is a follow-up meeting proposed?,no follow up meetings,5.079435825,,3744,3765,if you remember with dupilumab there is no follow up meetings and there's no further monitoring. How,3704,3804
salti/bert-base-multilingual-cased-finetuned-squad,17326,1,2,Is a follow-up meeting proposed?,if you remember with dupilumab there is no follow up meetings,4.307851791,,3704,3765,the following years if you remember with dupilumab there is no follow up meetings and there's no fur,3684,3784
salti/bert-base-multilingual-cased-finetuned-squad,17326,1,3,Is a follow-up meeting proposed?,if that works for you Kerrianne,4.181467056,,2382,2413,"I don't want to go into discussion if that works for you Kerrianne.""
customer said ""Yeah got it.""
op",2347,2447
salti/bert-base-multilingual-cased-finetuned-squad,17326,1,4,Is a follow-up meeting proposed?,there is no follow up meetings and there's no further monitoring,3.983262539,,3735,3799,er with dupilumab there is no follow up meetings and there's no further monitoring. However when you,3717,3817
salti/bert-base-multilingual-cased-finetuned-squad,18254,0,0,Is a meeting proposed in the future?,do it now then,3.09186101,-2,1466,1480,"e call. Yeah.""
operator said ""Oh OK. Let's do it now then. OK so so Minimal. So basically as I said ",1423,1523
salti/bert-base-multilingual-cased-finetuned-squad,18254,0,1,Is a meeting proposed in the future?,do it now,1.457311869,,1466,1475," the call. Yeah.""
operator said ""Oh OK. Let's do it now then. OK so so Minimal. So basically as I sa",1420,1520
salti/bert-base-multilingual-cased-finetuned-squad,18254,0,2,Is a meeting proposed in the future?,now then,1.309791803,,1472,1480,"all. Yeah.""
operator said ""Oh OK. Let's do it now then. OK so so Minimal. So basically as I said you",1426,1526
salti/bert-base-multilingual-cased-finetuned-squad,18254,0,3,Is a meeting proposed in the future?,do it now then.,1.140909553,,1466,1481,"e call. Yeah.""
operator said ""Oh OK. Let's do it now then. OK so so Minimal. So basically as I said ",1423,1523
salti/bert-base-multilingual-cased-finetuned-squad,18254,0,4,Is a meeting proposed in the future?,do it now then. OK so so Minimal. So basically as I said you know there was a few resources. I'm part of a new team called the Remote Team of Smith and Nephew.,1.088609219,,1466,1625, do it now then. OK so so Minimal. So basically as I said you know there was a few resources. I'm part of a new team called the Remote Team of Smith and Nephew.,1465,1625
salti/bert-base-multilingual-cased-finetuned-squad,18254,1,0,Is a follow-up meeting proposed?,It may be a day or two,3.84708786,-2,5830,5852,d what I'll do is I'll just follow up. It may be a day or two. Just make sure that you've got it. An,5791,5891
salti/bert-base-multilingual-cased-finetuned-squad,18254,1,1,Is a follow-up meeting proposed?,It may be a day or two. Just make sure that you've got it,3.417985439,,5830,5887, I'll just follow up. It may be a day or two. Just make sure that you've got it. And I've got the em,5808,5908
salti/bert-base-multilingual-cased-finetuned-squad,18254,1,2,Is a follow-up meeting proposed?,It may be a day or two.,2.760410547,,5830,5853,d what I'll do is I'll just follow up. It may be a day or two. Just make sure that you've got it. An,5791,5891
salti/bert-base-multilingual-cased-finetuned-squad,18254,1,3,Is a follow-up meeting proposed?,It may be a day or two. Just make sure that you've got it.,2.17202425,,5830,5888,I'll just follow up. It may be a day or two. Just make sure that you've got it. And I've got the ema,5809,5909
salti/bert-base-multilingual-cased-finetuned-squad,18254,1,4,Is a follow-up meeting proposed?,It may be a day or two. Just make sure that you've got it. And I've got the email address,2.048991919,,5830,5919,w up. It may be a day or two. Just make sure that you've got it. And I've got the email address. Cor,5824,5924
salti/bert-base-multilingual-cased-finetuned-squad,18255,0,0,Is a meeting proposed in the future?,no_answer,4.836635113,2,0,0,,0,0
salti/bert-base-multilingual-cased-finetuned-squad,18255,0,1,Is a meeting proposed in the future?,Would you get them prescription,-2.648664474,,1174,1205," order directly from Onpose is it? Would you get them prescription?""
customer said ""Forman and Forma",1139,1239
salti/bert-base-multilingual-cased-finetuned-squad,18255,0,2,Is a meeting proposed in the future?,they're just there to support you with that continue to pressure continued professional development learning. So if that would be helpful for you I can take,-2.684102058,,5605,5761,they're just there to support you with that continue to pressure continued professional development learning. So if that would be helpful for you I can take,5605,5761
salti/bert-base-multilingual-cased-finetuned-squad,18255,0,3,Is a meeting proposed in the future?,if that would be helpful for you I can take,-2.803041935,,5718,5761,nal development learning. So if that would be helpful for you I can take your email and send you the,5689,5789
salti/bert-base-multilingual-cased-finetuned-squad,18255,0,4,Is a meeting proposed in the future?,Onpose is it? Would you get them prescription,-2.840369225,,1160,1205," Do you order directly from Onpose is it? Would you get them prescription?""
customer said ""Forman an",1132,1232
salti/bert-base-multilingual-cased-finetuned-squad,18255,1,0,Is a follow-up meeting proposed?,no_answer,5.124680042,2,0,0,,0,0
salti/bert-base-multilingual-cased-finetuned-squad,18255,1,1,Is a follow-up meeting proposed?,there is an a log in,-3.071456194,,6266,6286,ource for health care professionals. So there is an a log in. And if you do have any issues with reg,6226,6326
salti/bert-base-multilingual-cased-finetuned-squad,18255,1,2,Is a follow-up meeting proposed?,If,-3.210709572,,4268,4270,ank so much for sharing information about usage. If there was any feedback you got to give on ways y,4219,4319
salti/bert-base-multilingual-cased-finetuned-squad,18255,1,3,Is a follow-up meeting proposed?,If there was any feedback you got to give on ways you can improve or more shape or anything like that that comes to mind,-3.765891552,,4268,4388,If there was any feedback you got to give on ways you can improve or more shape or anything like that that comes to mind,4268,4388
salti/bert-base-multilingual-cased-finetuned-squad,18255,1,4,Is a follow-up meeting proposed?,there is an a log in.,-3.904469252,,6266,6287,ource for health care professionals. So there is an a log in. And if you do have any issues with reg,6226,6326
salti/bert-base-multilingual-cased-finetuned-squad,18256,0,0,Is a meeting proposed in the future?,It's about providing a solution for you as a patient any more,2.19123888,-2,6971,7032,"selling addressing. It's about providing a solution for you as a patient any more.""
customer said ""Y",6951,7051
salti/bert-base-multilingual-cased-finetuned-squad,18256,0,1,Is a meeting proposed in the future?,It's not just selling addressing. It's about providing a solution for you as a patient any more,1.957194328,,6937,7032,"t? It's not just selling addressing. It's about providing a solution for you as a patient any more.""",6934,7034
salti/bert-base-multilingual-cased-finetuned-squad,18256,0,2,Is a meeting proposed in the future?,providing a solution for you as a patient any more,1.173038244,,6982,7032,"g addressing. It's about providing a solution for you as a patient any more.""
customer said ""Yeah bu",6957,7057
salti/bert-base-multilingual-cased-finetuned-squad,18256,0,3,Is a meeting proposed in the future?,it's a project fit for purpose,1.045951605,,7299,7329,always you know we always use. And it's a project fit for purpose. And there's no need to really use,7264,7364
salti/bert-base-multilingual-cased-finetuned-squad,18256,0,4,Is a meeting proposed in the future?,It's not just selling addressing,0.315229595,,6937,6969, we support you without using it? It's not just selling addressing. It's about providing a solution ,6903,7003
salti/bert-base-multilingual-cased-finetuned-squad,18256,1,0,Is a follow-up meeting proposed?,it's a project fit for purpose,1.511471987,-2,7299,7329,always you know we always use. And it's a project fit for purpose. And there's no need to really use,7264,7364
salti/bert-base-multilingual-cased-finetuned-squad,18256,1,1,Is a follow-up meeting proposed?,"It's about providing a solution for you as a patient any more.""
customer said ""Yeah but I think I think you were the first to come out that we trialled in the community and and it's the one that we still continue to use you know or the ones that come out. And I just feel it's the one that we always you know we always use. And it's a project fit for purpose",1.013635278,,6971,7329,"It's about providing a solution for you as a patient any more.""
customer said ""Yeah but I think I think you were the first to come out that we trialled in the community and and it's the one that we still continue to use you know or the ones that come out. And I just feel it's the one that we always you know we always use. And it's a project fit for purpose",6971,7329
salti/bert-base-multilingual-cased-finetuned-squad,18256,1,2,Is a follow-up meeting proposed?,It's about providing a solution for you as a patient any more,0.805591822,,6971,7032,"selling addressing. It's about providing a solution for you as a patient any more.""
customer said ""Y",6951,7051
salti/bert-base-multilingual-cased-finetuned-squad,18256,1,3,Is a follow-up meeting proposed?,It's not just selling addressing. It's about providing a solution for you as a patient any more,0.635938942,,6937,7032,"t? It's not just selling addressing. It's about providing a solution for you as a patient any more.""",6934,7034
salti/bert-base-multilingual-cased-finetuned-squad,18256,1,4,Is a follow-up meeting proposed?,it's the one that we always you know we always use. And it's a project fit for purpose,0.620202899,,7243,7329,t feel it's the one that we always you know we always use. And it's a project fit for purpose. And t,7236,7336
salti/bert-base-multilingual-cased-finetuned-squad,18257,0,0,Is a meeting proposed in the future?,no_answer,7.13535738,-2,0,0,,0,0
salti/bert-base-multilingual-cased-finetuned-squad,18257,0,1,Is a meeting proposed in the future?,current guidelines have been updated to say suggest they should be a foam dressing that's used,0.1190034,,1514,1608,at current guidelines have been updated to say suggest they should be a foam dressing that's used. H,1511,1611
salti/bert-base-multilingual-cased-finetuned-squad,18257,0,2,Is a meeting proposed in the future?,current guidelines have been updated to say suggest they should be a foam dressing that's used.,-0.87014854,,1514,1609,at current guidelines have been updated to say suggest they should be a foam dressing that's used. H,1511,1611
salti/bert-base-multilingual-cased-finetuned-squad,18257,0,3,Is a meeting proposed in the future?,suggest they should be a foam dressing that's used,-1.382993817,,1558,1608,have been updated to say suggest they should be a foam dressing that's used. Have you ever tried usi,1533,1633
salti/bert-base-multilingual-cased-finetuned-squad,18257,0,4,Is a meeting proposed in the future?,current guidelines have been updated,-1.586089969,,1514,1550,e about how to use them so that current guidelines have been updated to say suggest they should be a,1482,1582
salti/bert-base-multilingual-cased-finetuned-squad,18257,1,0,Is a follow-up meeting proposed?,no_answer,5.369775772,-2,0,0,,0,0
salti/bert-base-multilingual-cased-finetuned-squad,18257,1,1,Is a follow-up meeting proposed?,part of that kind of job essentially is to obviously provide information around Skin-tear and also then some advice about how to use them,-3.157768726,,1368,1505, part of that kind of job essentially is to obviously provide information around Skin-tear and also then some advice about how to use them,1367,1505
salti/bert-base-multilingual-cased-finetuned-squad,18257,1,2,Is a follow-up meeting proposed?,So part of that kind of job essentially is to obviously provide information around Skin-tear and also then some advice about how to use them,-3.488455057,,1365,1505,So part of that kind of job essentially is to obviously provide information around Skin-tear and also then some advice about how to use them,1365,1505
salti/bert-base-multilingual-cased-finetuned-squad,18257,1,3,Is a follow-up meeting proposed?,International Skin-tear Advisory Panel,-3.489281893,,1325,1363,ne so it's OK so I stop is the International Skin-tear Advisory Panel. So part of that kind of job e,1294,1394
salti/bert-base-multilingual-cased-finetuned-squad,18257,1,4,Is a follow-up meeting proposed?,International Skin-tear Advisory Panel. So part of that kind of job essentially is to obviously provide information around Skin-tear and also then some advice about how to use them,-3.541015863,,1325,1505,International Skin-tear Advisory Panel. So part of that kind of job essentially is to obviously provide information around Skin-tear and also then some advice about how to use them,1325,1505
salti/bert-base-multilingual-cased-finetuned-squad,18258,0,0,Is a meeting proposed in the future?,the whole idea is there to support you for when you have got time to do it,4.336215019,-2,1685,1759,e whole idea the whole idea is there to support you for when you have got time to do it. Some of the,1672,1772
salti/bert-base-multilingual-cased-finetuned-squad,18258,0,1,Is a meeting proposed in the future?,The whole idea the whole idea is there to support you for when you have got time to do it,4.295828819,,1670,1759,ails. The whole idea the whole idea is there to support you for when you have got time to do it. Som,1664,1764
salti/bert-base-multilingual-cased-finetuned-squad,18258,0,2,Is a meeting proposed in the future?,when you have got time to do it,2.890215158,,1728,1759,e idea is there to support you for when you have got time to do it. Some of the modules are very sho,1693,1793
salti/bert-base-multilingual-cased-finetuned-squad,18258,0,3,Is a meeting proposed in the future?,the whole idea is there to support you for when you have got time to do it.,2.686538696,,1685,1760,e whole idea the whole idea is there to support you for when you have got time to do it. Some of the,1672,1772
salti/bert-base-multilingual-cased-finetuned-squad,18258,0,4,Is a meeting proposed in the future?,The whole idea the whole idea is there to support you for when you have got time to do it.,2.646152496,,1670,1760,ils. The whole idea the whole idea is there to support you for when you have got time to do it. Some,1665,1765
salti/bert-base-multilingual-cased-finetuned-squad,18258,1,0,Is a follow-up meeting proposed?,Some of the modules are very short,5.16461134,-2,1761,1795,when you have got time to do it. Some of the modules are very short. So that's all. Umm one of the t,1728,1828
salti/bert-base-multilingual-cased-finetuned-squad,18258,1,1,Is a follow-up meeting proposed?,Some of the modules are very short.,4.166353226,,1761,1796,when you have got time to do it. Some of the modules are very short. So that's all. Umm one of the t,1728,1828
salti/bert-base-multilingual-cased-finetuned-squad,18258,1,2,Is a follow-up meeting proposed?,The whole idea the whole idea is there to support you for when you have got time to do it,3.984351635,,1670,1759,ails. The whole idea the whole idea is there to support you for when you have got time to do it. Som,1664,1764
salti/bert-base-multilingual-cased-finetuned-squad,18258,1,3,Is a follow-up meeting proposed?,the whole idea is there to support you for when you have got time to do it,3.821427822,,1685,1759,e whole idea the whole idea is there to support you for when you have got time to do it. Some of the,1672,1772
salti/bert-base-multilingual-cased-finetuned-squad,18258,1,4,Is a follow-up meeting proposed?,when you have got time to do it,3.47089386,,1728,1759,e idea is there to support you for when you have got time to do it. Some of the modules are very sho,1693,1793
